"NAME","CATEGORY","ORIGINAL_PRICE","SALE_PRICE","STATUS","SELLER","AVAILABILITY","URL"
"Anker PowerCore 10000, One of The Smallest and Lightest 10000mAh External Batteries, Ultra-Compact, High-Speed Charging Technology Power Bank for iPhone, Samsung Galaxy and More","Cell Phones & Accessories > Accessories > Batteries & Battery Packs > Portable Power Banks","$29.99","$29.99","LOWEST PRICE","['AnkerDirect', 'AnkerDirect', 'TopQualityElectronic', 'Wave7', 'Electronics Club', 'elitepleasures', 'Ersazza']","In Stock.","http://www.amazon.com/dp/B0194WDVHI"
